"from","to","amount","timestamp"
"acct_0289","acct_0356",0.0000010000,"2025-12-21 07:32:52.053+03"
"acct_0568","acct_0400",0.0000010000,"2025-12-21 07:34:38.48+03"
"acct_0568","acct_0341",0.0000010000,"2025-12-21 07:34:56.996+03"
"acct_0568","acct_0607",0.0000010000,"2025-12-21 07:35:06.939+03"
"acct_0809","acct_0405",0.0000010000,"2025-12-21 07:39:04.496+03"
"acct_0809","acct_0879",0.0000010000,"2025-12-21 07:39:23.063+03"
"acct_0272","acct_0510",0.0000010000,"2025-12-21 07:39:24.907+03"
"acct_0604","acct_0637",0.0000010000,"2025-12-21 07:51:38.775+03"
"acct_0482","acct_0390",0.0000010000,"2025-12-21 08:05:02.414+03"
"acct_0024","acct_0801",0.0000010000,"2025-12-21 08:08:20.48+03"
"acct_0024","acct_0882",0.0000010000,"2025-12-21 08:09:05.176+03"
"acct_0665","acct_0439",0.0000010000,"2025-12-21 08:10:20.98+03"
"acct_0190","acct_0542",0.0000010000,"2025-12-21 08:12:29.659+03"
"acct_0925","acct_0037",0.0000010000,"2025-12-21 08:21:32.195+03"
"acct_0087","acct_0860",0.0000010000,"2025-12-21 08:23:26.288+03"
"acct_0087","acct_0881",0.0000010000,"2025-12-21 08:23:29.773+03"
"acct_0008","acct_0353",0.0000010000,"2025-12-21 08:26:14.34+03"
"acct_0726","acct_0160",0.0000010000,"2025-12-21 08:28:17.685+03"
"acct_0400","acct_0733",0.0000010000,"2025-12-21 08:33:22.156+03"
"acct_0625","acct_0106",0.0000010000,"2025-12-21 08:33:29.303+03"
"acct_0436","acct_0184",0.0000010000,"2025-12-21 08:33:55.218+03"
"acct_0120","acct_0220",0.0000010000,"2025-12-21 08:37:29.165+03"
"acct_0638","acct_0211",0.0000010000,"2025-12-21 08:39:30.573+03"
"acct_0986","acct_0460",0.0000010000,"2025-12-21 08:44:23.059+03"
"acct_0861","acct_0715",0.0000010000,"2025-12-21 08:46:18.475+03"
"acct_0861","acct_0799",0.0000010000,"2025-12-21 08:46:35.492+03"
"acct_0861","acct_0955",0.0000010000,"2025-12-21 08:46:51.926+03"
"acct_0307","acct_0518",0.0000010000,"2025-12-21 08:47:25.262+03"
"acct_0364","acct_0411",0.0000010000,"2025-12-21 08:49:15.074+03"
"acct_0300","acct_0189",0.0000010000,"2025-12-21 08:50:33.907+03"
"acct_0235","acct_0427",0.0000010000,"2025-12-21 08:56:12.244+03"
"acct_0235","acct_0469",0.0000010000,"2025-12-21 08:57:06.377+03"
"acct_0042","acct_1000",0.0000010000,"2025-12-21 08:59:39.779+03"
"acct_0290","acct_0347",0.0000010000,"2025-12-21 09:04:28.09+03"
"acct_0174","acct_0330",0.0000010000,"2025-12-21 09:05:17.782+03"
"acct_0515","acct_0831",0.0000010000,"2025-12-21 09:08:55.111+03"
"acct_0515","acct_0428",0.0000010000,"2025-12-21 09:10:01.633+03"
"acct_0112","acct_0461",0.0000010000,"2025-12-21 09:12:07.04+03"
"acct_0112","acct_0762",0.0000010000,"2025-12-21 09:12:10.114+03"
"acct_0411","acct_0874",0.0000010000,"2025-12-21 09:17:18.383+03"
"acct_0945","acct_0631",0.0000010000,"2025-12-21 09:22:47.402+03"
"acct_0945","acct_0042",0.0000010000,"2025-12-21 09:22:51.126+03"
"acct_0382","acct_0677",0.0000010000,"2025-12-21 09:32:16.893+03"
"acct_0851","acct_0199",0.0000010000,"2025-12-21 09:39:30.037+03"
"acct_0844","acct_0149",0.0000010000,"2025-12-21 09:56:32.774+03"
"acct_0844","acct_0024",0.0000010000,"2025-12-21 09:56:37.903+03"
"acct_0844","acct_0637",0.0000010000,"2025-12-21 09:58:06.597+03"
"acct_0038","acct_0556",0.0000010000,"2025-12-21 10:04:04.239+03"
"acct_0158","acct_0228",0.0000010000,"2025-12-21 10:04:56.761+03"
"acct_0625","acct_0698",0.0000010000,"2025-12-21 10:08:04.29+03"
"acct_0697","acct_0924",0.0000010000,"2025-12-21 10:09:21.234+03"
"acct_0223","acct_0612",0.0000010000,"2025-12-21 10:10:59.325+03"
"acct_0119","acct_0462",0.0000010000,"2025-12-21 10:16:30.986+03"
"acct_0013","acct_0219",0.0000010000,"2025-12-21 10:16:49.671+03"
"acct_0267","acct_0552",0.0000010000,"2025-12-21 10:25:28.515+03"
"acct_0635","acct_0190",0.0000010000,"2025-12-21 10:30:49.623+03"
"acct_0598","acct_0946",0.0000010000,"2025-12-21 10:35:10.556+03"
"acct_0846","acct_0121",0.0000010000,"2025-12-21 10:39:15.473+03"
"acct_0231","acct_0421",0.0000010000,"2025-12-21 10:42:41.208+03"
"acct_0893","acct_0616",0.0000010000,"2025-12-21 10:44:52.349+03"
"acct_0304","acct_0581",0.0000010000,"2025-12-21 10:56:11.062+03"
"acct_0478","acct_0225",0.0000010000,"2025-12-21 10:59:48.892+03"
"acct_0539","acct_0699",0.0000010000,"2025-12-21 11:23:30.057+03"
"acct_0324","acct_0107",0.0000010000,"2025-12-21 11:25:35.418+03"
"acct_0943","acct_0038",0.0000010000,"2025-12-21 11:28:02.078+03"
"acct_0074","acct_0815",0.0000010000,"2025-12-21 11:29:08.489+03"
"acct_0842","acct_0223",0.0000010000,"2025-12-21 11:42:17.382+03"
"acct_0691","acct_0075",0.0000010000,"2025-12-21 11:51:14.816+03"
"acct_0761","acct_0255",0.0000010000,"2025-12-21 11:52:57.265+03"
"acct_0761","acct_0891",0.0000010000,"2025-12-21 11:53:40.379+03"
"acct_0761","acct_0362",0.0000010000,"2025-12-21 11:54:13.236+03"
"acct_0565","acct_0899",0.0000010000,"2025-12-21 12:10:23.709+03"
"acct_0856","acct_0320",0.0000010000,"2025-12-21 12:16:27.094+03"
"acct_0515","acct_0197",0.0000010000,"2025-12-21 12:21:25.55+03"
"acct_0081","acct_0520",0.0000010000,"2025-12-21 12:22:15.78+03"
"acct_0579","acct_0432",0.0000010000,"2025-12-21 12:22:29.479+03"
"acct_0751","acct_0070",0.0000010000,"2025-12-21 12:27:01.247+03"
"acct_0591","acct_0524",0.0000010000,"2025-12-21 12:28:01.723+03"
"acct_0938","acct_0080",0.0000010000,"2025-12-21 12:29:45.405+03"
"acct_0169","acct_0763",0.0000010000,"2025-12-21 12:33:00.293+03"
"acct_0204","acct_0740",0.0000010000,"2025-12-21 12:33:18.589+03"
"acct_0204","acct_0302",0.0000010000,"2025-12-21 12:33:21.649+03"
"acct_0204","acct_0675",0.0000010000,"2025-12-21 12:33:42.578+03"
"acct_0704","acct_0469",0.0000010000,"2025-12-21 12:36:14.169+03"
"acct_0879","acct_0122",0.0000010000,"2025-12-21 12:45:35.6+03"
"acct_0230","acct_0502",0.0000010000,"2025-12-21 12:45:50.412+03"
"acct_0879","acct_0726",0.0000010000,"2025-12-21 12:46:13.256+03"
"acct_0879","acct_0355",0.0000010000,"2025-12-21 12:46:35.591+03"
"acct_0225","acct_0082",0.0000010000,"2025-12-21 12:54:04.479+03"
"acct_0225","acct_0738",0.0000010000,"2025-12-21 12:54:13.869+03"
"acct_0225","acct_0966",0.0000010000,"2025-12-21 12:54:32.94+03"
"acct_0702","acct_0194",0.0000010000,"2025-12-21 12:56:02.638+03"
"acct_0037","acct_0487",0.0000010000,"2025-12-21 13:01:34.114+03"
"acct_0222","acct_0550",0.0000010000,"2025-12-21 13:03:11.658+03"
"acct_0640","acct_0641",0.0000010000,"2025-12-21 13:15:10.168+03"
"acct_0846","acct_0819",0.0000010000,"2025-12-21 13:16:38.144+03"
"acct_0064","acct_0168",0.0000010000,"2025-12-21 13:19:24.604+03"
"acct_0064","acct_0691",0.0000010000,"2025-12-21 13:19:39.035+03"
"acct_0286","acct_0220",0.0000010000,"2025-12-21 13:21:57.824+03"
"acct_0340","acct_0721",0.0000010000,"2025-12-21 13:24:38.5+03"
"acct_0784","acct_0441",0.0000010000,"2025-12-21 13:27:56.827+03"
"acct_0140","acct_0654",0.0000010000,"2025-12-21 13:28:58.724+03"
"acct_0700","acct_0837",0.0000010000,"2025-12-21 13:35:01.556+03"
"acct_0946","acct_0759",0.0000010000,"2025-12-21 13:35:51.618+03"
"acct_0497","acct_0530",0.0000010000,"2025-12-21 13:36:09.185+03"
"acct_0714","acct_0944",0.0000010000,"2025-12-21 13:37:10.737+03"
"acct_0656","acct_0680",0.0000010000,"2025-12-21 13:38:35.632+03"
"acct_0764","acct_0851",0.0000010000,"2025-12-21 13:47:47.076+03"
"acct_0433","acct_0512",0.0000010000,"2025-12-21 13:48:41.213+03"
"acct_0834","acct_0872",0.0000010000,"2025-12-21 13:50:59.237+03"
"acct_0431","acct_0183",0.0000010000,"2025-12-21 13:59:25.097+03"
"acct_0431","acct_0763",0.0000010000,"2025-12-21 13:59:34.308+03"
"acct_0490","acct_0893",0.0000010000,"2025-12-21 14:00:04.657+03"
"acct_0885","acct_0222",0.0000010000,"2025-12-21 14:21:11.281+03"
"acct_0134","acct_0478",0.0000010000,"2025-12-21 14:21:26.69+03"
"acct_0134","acct_0692",0.0000010000,"2025-12-21 14:22:22.26+03"
"acct_0285","acct_0263",0.0000010000,"2025-12-21 14:34:30.847+03"
"acct_0051","acct_0041",0.0000010000,"2025-12-21 15:06:21.198+03"
"acct_0967","acct_0264",0.0000010000,"2025-12-21 15:11:11.391+03"
"acct_0922","acct_0016",0.0000010000,"2025-12-21 15:13:18.467+03"
"acct_0754","acct_0094",0.0000010000,"2025-12-21 15:15:32.725+03"
"acct_0977","acct_0181",0.0000010000,"2025-12-21 15:16:36.601+03"
"acct_0062","acct_0027",0.0000010000,"2025-12-21 15:27:14.972+03"
"acct_0036","acct_0127",0.0000010000,"2025-12-21 15:34:27.827+03"
"acct_0889","acct_0271",0.0000010000,"2025-12-21 15:43:02.012+03"
"acct_0248","acct_0241",0.0000010000,"2025-12-21 15:45:40.761+03"
"acct_0022","acct_0510",0.0000010000,"2025-12-21 15:46:27.223+03"
"acct_0906","acct_0922",0.0000010000,"2025-12-21 15:47:02.751+03"
"acct_0891","acct_0648",0.0000010000,"2025-12-21 15:47:09.315+03"
"acct_0847","acct_0005",0.0000010000,"2025-12-21 15:50:08.943+03"
"acct_0811","acct_0416",0.0000010000,"2025-12-21 15:53:17.292+03"
"acct_0414","acct_0842",0.0000010000,"2025-12-21 16:00:35.82+03"
"acct_0296","acct_0465",0.0000010000,"2025-12-21 16:06:10.724+03"
"acct_0296","acct_0245",0.0000010000,"2025-12-21 16:06:14.082+03"
"acct_0109","acct_0040",0.0000010000,"2025-12-21 16:07:01.925+03"
"acct_0296","acct_0164",0.0000010000,"2025-12-21 16:07:26.945+03"
"acct_0742","acct_0118",0.0000010000,"2025-12-21 16:12:41.395+03"
"acct_0615","acct_0127",0.0000010000,"2025-12-21 16:19:14.196+03"
"acct_0615","acct_0291",0.0000010000,"2025-12-21 16:19:49.03+03"
"acct_0311","acct_0224",0.0000010000,"2025-12-21 16:28:30.913+03"
"acct_0311","acct_0323",0.0000010000,"2025-12-21 16:28:52.07+03"
"acct_0703","acct_0420",0.0000010000,"2025-12-21 16:35:23.232+03"
"acct_0187","acct_0380",0.0000010000,"2025-12-21 16:41:41.486+03"
"acct_0617","acct_0294",0.0000010000,"2025-12-21 16:46:44.049+03"
"acct_0840","acct_0828",0.0000010000,"2025-12-21 16:55:52.902+03"
"acct_0924","acct_0821",0.0000010000,"2025-12-21 16:57:45.444+03"
"acct_0903","acct_0359",0.0000010000,"2025-12-21 16:58:01.625+03"
"acct_0737","acct_0867",0.0000010000,"2025-12-21 17:08:16.309+03"
"acct_0301","acct_0787",0.0000010000,"2025-12-21 17:08:17.269+03"
"acct_0727","acct_0200",0.0000010000,"2025-12-21 17:08:45.209+03"
"acct_0231","acct_0661",0.0000010000,"2025-12-21 17:10:28.891+03"
"acct_0782","acct_0077",0.0000010000,"2025-12-21 17:11:40.083+03"
"acct_0782","acct_0236",0.0000010000,"2025-12-21 17:12:25.457+03"
"acct_0272","acct_0589",0.0000010000,"2025-12-21 17:16:20.223+03"
"acct_0853","acct_0495",0.0000010000,"2025-12-21 17:17:15.079+03"
"acct_0632","acct_0796",0.0000010000,"2025-12-21 17:23:07.957+03"
"acct_0471","acct_0627",0.0000010000,"2025-12-21 17:25:18.983+03"
"acct_0727","acct_0137",0.0000010000,"2025-12-21 17:26:54.331+03"
"acct_0263","acct_0816",0.0000010000,"2025-12-21 17:30:16.966+03"
"acct_0481","acct_0945",0.0000010000,"2025-12-21 17:42:18.083+03"
"acct_0740","acct_0964",0.0000010000,"2025-12-21 17:48:55.494+03"
"acct_0805","acct_0198",0.0000010000,"2025-12-21 17:52:29.755+03"
"acct_0757","acct_0741",0.0000010000,"2025-12-21 17:52:50.363+03"
"acct_0302","acct_0440",0.0000010000,"2025-12-21 17:53:00.418+03"
"acct_0245","acct_0406",0.0000010000,"2025-12-21 18:10:53.683+03"
"acct_0245","acct_0549",0.0000010000,"2025-12-21 18:11:39.74+03"
"acct_0245","acct_0460",0.0000010000,"2025-12-21 18:11:48.465+03"
"acct_0996","acct_0440",0.0000010000,"2025-12-21 18:17:49.845+03"
"acct_0036","acct_0753",0.0000010000,"2025-12-21 18:23:18.355+03"
"acct_0490","acct_0762",0.0000010000,"2025-12-21 18:27:17.258+03"
"acct_0490","acct_0535",0.0000010000,"2025-12-21 18:27:33.61+03"
"acct_0425","acct_0386",0.0000010000,"2025-12-21 18:31:30.159+03"
"acct_0425","acct_0767",0.0000010000,"2025-12-21 18:32:27.129+03"
"acct_0076","acct_0770",0.0000010000,"2025-12-21 18:33:34.239+03"
"acct_0938","acct_0951",0.0000010000,"2025-12-21 18:34:03.331+03"
"acct_0423","acct_0573",0.0000010000,"2025-12-21 18:36:30.611+03"
"acct_0001","acct_0896",0.0000010000,"2025-12-21 18:54:02.812+03"
"acct_0918","acct_0328",0.0000010000,"2025-12-21 19:14:06.609+03"
"acct_0302","acct_0470",0.0000010000,"2025-12-21 19:20:09.578+03"
"acct_0022","acct_0337",0.0000010000,"2025-12-21 19:30:55.317+03"
"acct_0160","acct_0919",0.0000010000,"2025-12-21 19:32:42.053+03"
"acct_0887","acct_0961",0.0000010000,"2025-12-21 19:32:46.006+03"
"acct_0052","acct_0327",0.0000010000,"2025-12-21 19:37:12.072+03"
"acct_0143","acct_0484",0.0000010000,"2025-12-21 19:43:10.515+03"
"acct_0350","acct_0098",0.0000010000,"2025-12-21 19:43:38.513+03"
"acct_0379","acct_0088",0.0000010000,"2025-12-21 19:54:54.612+03"
"acct_0928","acct_0380",0.0000010000,"2025-12-21 19:56:39.523+03"
"acct_0874","acct_0518",0.0000010000,"2025-12-21 20:00:13.864+03"
"acct_0879","acct_0106",0.0000010000,"2025-12-21 20:09:12.483+03"
"acct_0218","acct_0043",0.0000010000,"2025-12-21 20:09:12.538+03"
"acct_0877","acct_0360",0.0000010000,"2025-12-21 20:18:10.337+03"
"acct_0710","acct_0860",0.0000010000,"2025-12-21 20:18:59.326+03"
"acct_0860","acct_0708",0.0000010000,"2025-12-21 20:23:57.874+03"
"acct_0835","acct_0893",0.0000010000,"2025-12-21 20:25:13.99+03"
"acct_0896","acct_0987",0.0000010000,"2025-12-21 20:29:18.986+03"
"acct_0914","acct_0086",0.0000010000,"2025-12-21 20:31:26.293+03"
"acct_0914","acct_0151",0.0000010000,"2025-12-21 20:31:42.261+03"
"acct_0914","acct_0362",0.0000010000,"2025-12-21 20:32:06.384+03"
"acct_0989","acct_0030",0.0000010000,"2025-12-21 20:32:43.898+03"
"acct_0641","acct_0162",0.0000010000,"2025-12-21 20:32:53.124+03"
"acct_0820","acct_0457",0.0000010000,"2025-12-21 20:39:55.374+03"
"acct_0534","acct_0052",0.0000010000,"2025-12-21 20:49:28.576+03"
"acct_0278","acct_0130",0.0000010000,"2025-12-21 21:04:53.41+03"
"acct_0087","acct_0831",0.0000010000,"2025-12-21 21:06:16.545+03"
"acct_0136","acct_0695",0.0000010000,"2025-12-21 21:13:52.738+03"
"acct_0136","acct_0749",0.0000010000,"2025-12-21 21:14:19.301+03"
"acct_0431","acct_0018",0.0000010000,"2025-12-21 21:20:54.533+03"
"acct_0635","acct_0714",0.0000010000,"2025-12-21 21:25:52.347+03"
"acct_0823","acct_0354",0.0000010000,"2025-12-21 21:26:25.127+03"
"acct_0592","acct_0203",0.0000010000,"2025-12-21 21:35:36.477+03"
"acct_0867","acct_0367",0.0000010000,"2025-12-21 21:39:15.635+03"
"acct_0664","acct_0191",0.0000010000,"2025-12-21 21:43:31.2+03"
"acct_0760","acct_0322",0.0000010000,"2025-12-21 21:44:45.22+03"
"acct_0760","acct_0201",0.0000010000,"2025-12-21 21:44:55.105+03"
"acct_0760","acct_0253",0.0000010000,"2025-12-21 21:45:00.246+03"
"acct_0667","acct_0260",0.0000010000,"2025-12-21 21:46:41.412+03"
"acct_0831","acct_0974",0.0000010000,"2025-12-21 21:46:44.878+03"
"acct_0475","acct_0136",0.0000010000,"2025-12-21 21:48:53.923+03"
"acct_0549","acct_0470",0.0000010000,"2025-12-21 21:53:34.992+03"
"acct_0549","acct_0693",0.0000010000,"2025-12-21 21:54:19.898+03"
"acct_0549","acct_0141",0.0000010000,"2025-12-21 21:54:25.303+03"
"acct_0631","acct_0128",0.0000010000,"2025-12-21 21:56:46.532+03"
"acct_0995","acct_0819",0.0000010000,"2025-12-21 21:58:05.174+03"
"acct_0057","acct_0013",0.0000010000,"2025-12-21 22:17:43.553+03"
"acct_0309","acct_0683",0.0000010000,"2025-12-21 22:23:53.888+03"
"acct_0069","acct_0167",0.0000010000,"2025-12-21 22:34:28.654+03"
"acct_0520","acct_0151",0.0000010000,"2025-12-21 22:36:25.573+03"
"acct_0107","acct_0313",0.0000010000,"2025-12-21 22:39:31.783+03"
"acct_0430","acct_0840",0.0000010000,"2025-12-21 22:41:57.545+03"
"acct_0270","acct_0646",0.0000010000,"2025-12-21 22:44:49.779+03"
"acct_0137","acct_0939",0.0000010000,"2025-12-21 23:07:12.614+03"
"acct_0137","acct_0267",0.0000010000,"2025-12-21 23:07:43.539+03"
"acct_0604","acct_0321",0.0000010000,"2025-12-21 23:10:43.013+03"
"acct_0604","acct_0891",0.0000010000,"2025-12-21 23:11:11.82+03"
"acct_0604","acct_0833",0.0000010000,"2025-12-21 23:11:32.228+03"
"acct_0937","acct_0525",0.0000010000,"2025-12-21 23:14:14.209+03"
"acct_0211","acct_0593",0.0000010000,"2025-12-21 23:36:25.433+03"
"acct_0146","acct_0847",0.0000010000,"2025-12-21 23:47:54.029+03"
"acct_0146","acct_0216",0.0000010000,"2025-12-21 23:49:09.328+03"
"acct_0666","acct_0094",0.0000010000,"2025-12-21 23:56:52.013+03"
"acct_0666","acct_0285",0.0000010000,"2025-12-21 23:57:33.144+03"
"acct_0872","acct_0668",0.0000010000,"2025-12-21 23:59:53.732+03"
"acct_0859","acct_0986",0.0000010000,"2025-12-22 00:04:26.242+03"
"acct_0042","acct_0116",0.0000010000,"2025-12-22 00:15:45.569+03"
"acct_0042","acct_0098",0.0000010000,"2025-12-22 00:15:59.455+03"
"acct_0719","acct_0680",0.0000010000,"2025-12-22 00:50:31.032+03"
"acct_0895","acct_0558",0.0000010000,"2025-12-22 00:53:02.645+03"
"acct_0939","acct_0603",0.0000010000,"2025-12-22 00:54:19.024+03"
"acct_0717","acct_0478",0.0000010000,"2025-12-22 01:13:05.274+03"
"acct_0656","acct_0801",0.0000010000,"2025-12-22 01:17:19.889+03"
"acct_0324","acct_0913",0.0000010000,"2025-12-22 01:27:30.693+03"
"acct_0353","acct_0047",0.0000010000,"2025-12-22 01:41:04.022+03"
"acct_0524","acct_0321",0.0000010000,"2025-12-22 01:49:22.684+03"
"acct_0239","acct_0630",0.0000010000,"2025-12-22 01:53:57.812+03"
"acct_0239","acct_0957",0.0000010000,"2025-12-22 01:54:35.389+03"
"acct_0759","acct_0756",0.0000010000,"2025-12-22 01:57:46.661+03"
"acct_0759","acct_0304",0.0000010000,"2025-12-22 01:57:50.883+03"
"acct_0003","acct_0079",0.0000010000,"2025-12-22 01:58:37.625+03"
"acct_0690","acct_0303",0.0000010000,"2025-12-22 02:03:08.809+03"
"acct_0588","acct_0781",0.0000010000,"2025-12-22 02:12:53.04+03"
"acct_0765","acct_0220",0.0000010000,"2025-12-22 02:19:29.059+03"
"acct_0467","acct_0800",0.0000010000,"2025-12-22 02:22:22.015+03"
"acct_0995","acct_0633",0.0000010000,"2025-12-22 02:34:17.765+03"
"acct_0496","acct_0476",0.0000010000,"2025-12-22 02:34:58.813+03"
"acct_0345","acct_0180",0.0000010000,"2025-12-22 02:35:44.015+03"
"acct_0040","acct_0711",0.0000010000,"2025-12-22 02:41:39.301+03"
"acct_0610","acct_0889",0.0000010000,"2025-12-22 02:43:21.24+03"
"acct_0102","acct_0046",0.0000010000,"2025-12-22 02:44:44.903+03"
"acct_0311","acct_0259",0.0000010000,"2025-12-22 02:49:22.295+03"
"acct_0499","acct_0125",0.0000010000,"2025-12-22 02:51:08.054+03"
"acct_0499","acct_0140",0.0000010000,"2025-12-22 02:51:12.812+03"
"acct_0141","acct_0714",0.0000010000,"2025-12-22 02:52:43.502+03"
"acct_0813","acct_0981",0.0000010000,"2025-12-22 02:58:17.74+03"
"acct_0798","acct_0761",0.0000010000,"2025-12-22 02:59:39.699+03"
"acct_0771","acct_0171",0.0000010000,"2025-12-22 03:12:35.566+03"
"acct_0214","acct_0030",0.0000010000,"2025-12-22 03:21:47.07+03"
"acct_0217","acct_0547",0.0000010000,"2025-12-22 03:28:47.664+03"
"acct_0952","acct_0223",0.0000010000,"2025-12-22 03:32:36.554+03"
"acct_0057","acct_0987",0.0000010000,"2025-12-22 03:32:39.977+03"
"acct_0517","acct_0637",0.0000010000,"2025-12-22 03:51:08.513+03"
"acct_0517","acct_0465",0.0000010000,"2025-12-22 03:51:30.841+03"
"acct_0517","acct_0674",0.0000010000,"2025-12-22 03:51:33.936+03"
"acct_0517","acct_0004",0.0000010000,"2025-12-22 03:52:11.181+03"
"acct_0517","acct_0289",0.0000010000,"2025-12-22 03:52:25.496+03"
"acct_0708","acct_0822",0.0000010000,"2025-12-22 03:57:33.852+03"
"acct_0305","acct_0671",0.0000010000,"2025-12-22 03:58:51.496+03"
"acct_0777","acct_0870",0.0000010000,"2025-12-22 04:14:29.117+03"
"acct_0843","acct_0036",0.0000010000,"2025-12-22 04:14:29.295+03"
"acct_0777","acct_0640",0.0000010000,"2025-12-22 04:14:49.724+03"
"acct_0777","acct_0078",0.0000010000,"2025-12-22 04:14:54.014+03"
"acct_0230","acct_0529",0.0000010000,"2025-12-22 04:27:24.628+03"
"acct_0927","acct_0830",0.0000010000,"2025-12-22 05:12:04.05+03"
"acct_0927","acct_0239",0.0000010000,"2025-12-22 05:12:28.948+03"
"acct_0478","acct_0350",0.0000010000,"2025-12-22 05:29:20.166+03"
"acct_0624","acct_0394",0.0000010000,"2025-12-22 05:30:55.257+03"
"acct_0624","acct_0117",0.0000010000,"2025-12-22 05:31:03.069+03"
"acct_0386","acct_0576",0.0000010000,"2025-12-22 05:40:09.406+03"
"acct_0386","acct_0852",0.0000010000,"2025-12-22 05:40:55.173+03"
"acct_0551","acct_0418",0.0000010000,"2025-12-22 05:48:24.035+03"
"acct_0268","acct_0783",0.0000010000,"2025-12-22 05:52:25.703+03"
"acct_0674","acct_0732",0.0000010000,"2025-12-22 06:00:32.267+03"
"acct_0242","acct_0386",0.0000010000,"2025-12-22 06:19:04.622+03"
"acct_0290","acct_0410",0.0000010000,"2025-12-22 06:32:12.474+03"
"acct_0638","acct_0239",0.0000010000,"2025-12-22 06:35:20.915+03"
"acct_0250","acct_0437",0.0000010000,"2025-12-22 06:35:53.504+03"
"acct_0621","acct_0579",0.0000010000,"2025-12-22 06:39:14.571+03"
"acct_0621","acct_0629",0.0000010000,"2025-12-22 06:39:31.68+03"
"acct_0829","acct_0649",0.0000010000,"2025-12-22 06:39:43.689+03"
"acct_0621","acct_0696",0.0000010000,"2025-12-22 06:40:14.538+03"
"acct_0829","acct_0644",0.0000010000,"2025-12-22 06:41:08.029+03"
"acct_0829","acct_0198",0.0000010000,"2025-12-22 06:41:15.61+03"
"acct_0201","acct_0036",0.0000010000,"2025-12-22 06:41:33.427+03"
"acct_0388","acct_0100",0.0000010000,"2025-12-22 06:41:59.206+03"
"acct_0388","acct_0638",0.0000010000,"2025-12-22 06:43:07.242+03"
"acct_0882","acct_0524",0.0000010000,"2025-12-22 06:48:22.371+03"
"acct_0283","acct_0703",0.0000010000,"2025-12-22 06:57:05.963+03"
"acct_0672","acct_0092",0.0000010000,"2025-12-22 06:59:41.155+03"
"acct_0865","acct_0545",0.0000010000,"2025-12-22 07:02:27.536+03"
"acct_0653","acct_0056",0.0000010000,"2025-12-22 07:04:12.264+03"
"acct_0653","acct_0056",0.0000010000,"2025-12-22 07:04:12.269+03"
"acct_0653","acct_0256",0.0000010000,"2025-12-22 07:04:16.671+03"
"acct_0653","acct_0483",0.0000010000,"2025-12-22 07:04:56.996+03"
"acct_0171","acct_0900",0.0000010000,"2025-12-22 07:18:20.936+03"
"acct_0171","acct_0184",0.0000010000,"2025-12-22 07:18:30.787+03"
"acct_0782","acct_0205",0.0000010000,"2025-12-22 07:18:48.415+03"
"acct_0171","acct_0361",0.0000010000,"2025-12-22 07:19:20.711+03"
"acct_0171","acct_0926",0.0000010000,"2025-12-22 07:19:26.012+03"
"acct_0171","acct_0782",0.0000010000,"2025-12-22 07:19:35.606+03"
"acct_0415","acct_0260",0.0000010000,"2025-12-22 07:19:52.344+03"
"acct_0603","acct_0991",0.0000010000,"2025-12-22 07:57:56.946+03"
"acct_0053","acct_0875",0.0000010000,"2025-12-22 08:03:56.345+03"
"acct_0649","acct_0211",0.0000010000,"2025-12-22 08:12:54.11+03"
"acct_0565","acct_0056",0.0000010000,"2025-12-22 08:18:24.444+03"
"acct_0670","acct_0567",0.0000010000,"2025-12-22 08:20:03.02+03"
"acct_0933","acct_0847",0.0000010000,"2025-12-22 08:27:26.573+03"
"acct_0847","acct_0534",0.0000010000,"2025-12-22 08:44:07.024+03"
"acct_0991","acct_0545",0.0000010000,"2025-12-22 09:07:39.571+03"
"acct_0991","acct_0966",0.0000010000,"2025-12-22 09:08:04.815+03"
"acct_0752","acct_0238",0.0000010000,"2025-12-22 09:24:45.619+03"
"acct_0482","acct_0857",0.0000010000,"2025-12-22 09:26:14.812+03"
"acct_0482","acct_0713",0.0000010000,"2025-12-22 09:26:19.722+03"
"acct_0482","acct_0001",0.0000010000,"2025-12-22 09:26:31.811+03"
"acct_0482","acct_0113",0.0000010000,"2025-12-22 09:26:45.639+03"
"acct_0482","acct_0629",0.0000010000,"2025-12-22 09:28:37.504+03"
"acct_0553","acct_0624",0.0000010000,"2025-12-22 09:38:03.275+03"
"acct_0553","acct_0444",0.0000010000,"2025-12-22 09:38:35.885+03"
"acct_0553","acct_0444",0.0000010000,"2025-12-22 09:38:35.909+03"
"acct_0279","acct_0036",0.0000010000,"2025-12-22 09:46:52.483+03"
"acct_0159","acct_0424",0.0000010000,"2025-12-22 09:50:01.78+03"
"acct_0326","acct_0499",0.0000010000,"2025-12-22 10:08:00.676+03"
"acct_0998","acct_0163",0.0000010000,"2025-12-22 10:18:29.691+03"
"acct_0147","acct_0889",0.0000010000,"2025-12-22 10:20:27.636+03"
"acct_0108","acct_0900",0.0000010000,"2025-12-22 10:22:23.116+03"
"acct_0108","acct_0275",0.0000010000,"2025-12-22 10:23:06.86+03"
"acct_0489","acct_0949",0.0000010000,"2025-12-22 10:46:37.409+03"
"acct_0230","acct_0693",0.0000010000,"2025-12-22 10:53:40.673+03"
"acct_0230","acct_0619",0.0000010000,"2025-12-22 10:54:22.194+03"
"acct_0959","acct_0890",0.0000010000,"2025-12-22 10:55:29.67+03"
